PostID,Text,Keywords,TopicNum,TopicText,sentiment,sentiment_tag,polarity,polarity_tag,Likes,Hugs,Metoos,Overall
201751,"I love how when I'm upset about something he pretends not to notice.I'm not letting this one go,I want answers. No I'm not overreacting. If you would just explain I might understand. Try me if you think I'm worth it",love upset pretends notice letting answers overreacting explain understand worth ,9,don feel bad make life,0.1,NEU,0.7,DISAGREEMENT,795,34,51,880
174632,I want to put my 2.5yr DS for adoption but keep my 4yrDD. DS has ruined my life and makes me miserable with his constant crying/whining/upset everything nature. PLEASE wellbutrin kick in soon i need help badly,put yr ds adoption yrdd ds ruined life makes miserable constant crying whining upset nature wellbutrin kick badly ,9,don feel bad make life,-0.6,N,0,AGREEMENT,34,34,587,655
194459,Can't figure out my own sexuality. I'm falling for my BFF.,figure sexuality falling bff ,9,don feel bad make life,N,N,N,N,448,98,72,618
134834,I'm sick of everything having to be so politically correct!,sick politically correct ,9,don feel bad make life,0,NEU,0.6,DISAGREEMENT,449,113,10,572
234441,I think my husband is going to leave and divorce me and try to get custody of our DS. And I am afraid he would win because of my anxiety and depression.,husband leave divorce custody ds afraid win anxiety depression ,9,don feel bad make life,-0.6,N,0,AGREEMENT,154,46,354,554
206047,"I feel like I'm too tough on dd11, but I'm afraid to be too soft & let her push boundaries at this age too.",feel tough dd afraid soft push boundaries age ,9,don feel bad make life,-0.6,N,0,AGREEMENT,27,8,467,502
170583,Just sitting in a parking lot reading these so I don't have to go home.,sitting parking lot reading don home ,9,don feel bad make life,N,N,N,N,304,11,163,478
175871,"i feel horrible bc i'm a mom of two, n i don't want to settle down.part of me does i guess, but i want to date n have random sex.........i wish my bf was an open relationship kind of guy",feel horrible bc mom don settle part guess date random sex bf open relationship kind guy ,9,don feel bad make life,-0.7,N+,0.1,AGREEMENT,16,1,452,469
214861,My mother in law is a fucking wackjob. End of story!,mother law fucking wackjob end story ,9,don feel bad make life,-0.8,N+,0,AGREEMENT,36,2,429,467
277853,"the love of my life finally said the words i've been waiting to hear......i miss you and i never should have let you go :) although i have built myself a new life, this makes me smile and want to yell I FUCKING TOLD YOU!!!",love life finally words ve waiting hear miss built life makes smile yell fucking told ,9,don feel bad make life,0,NEU,0.67,DISAGREEMENT,36,2,429,467
